Year,Framework,Current_Popularity,Current_Popularity_Percent,Desired_Popularity,Desired_Popularity_Percent,Loved,Loved_Percent,Wanted,Wanted_Percent,Dreaded,Dreaded_Percent
2025,ASP.NET,5337,0.23234653896386592,3619,0.15755333043099695,3159,0.5919055649241147,460,0.02002612102742708,2178,0.40809443507588533
2025,Angular,4930,0.21462777535916414,3125,0.13604701784936873,2113,0.4286004056795132,1012,0.04405746626033957,2817,0.5713995943204868
2025,Astro,1056,0.045973008271658684,1345,0.058554636482368305,657,0.6221590909090909,688,0.02995211144971702,399,0.3778409090909091
2025,Blazor,1646,0.0716586852416195,1617,0.07039616891597736,855,0.5194410692588093,762,0.03317370483239007,791,0.48055893074119077
2025,Django,2977,0.12960383108402262,2302,0.10021767522855898,1381,0.4638898219684246,921,0.04009577710056596,1596,0.5361101780315755
2025,Drupal,526,0.022899434044405746,296,0.012886373530692207,177,0.3365019011406844,119,0.005180670439703962,349,0.6634980988593155
2025,Express,4706,0.20487592511972139,2620,0.11406181976491075,2139,0.45452613684657883,481,0.02094035698737484,2567,0.5454738631534212
2025,FastAPI,3501,0.1524161950370048,2918,0.12703526338702656,1943,0.5549842902027992,975,0.042446669569003045,1558,0.4450157097972008
2025,Fastify,692,0.030126251632564213,620,0.026991728341314757,344,0.49710982658959535,276,0.012015672616456247,348,0.5028901734104047
2025,Flask,3402,0.1481062255115368,1955,0.08511101436656508,1418,0.41681363903586127,537,0.023378319547235526,1984,0.5831863609641388
2025,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2025,Laravel,2107,0.09172834131475838,1502,0.06538963865912059,1007,0.4779307071665876,495,0.02154984762734001,1100,0.5220692928334124
2025,Next,4924,0.21436656508489335,3423,0.14902046147148454,2242,0.4553208773354996,1181,0.051414888985633435,2682,0.5446791226645004
2025,Nuxt,948,0.0412712233347845,920,0.04005224205485416,440,0.4641350210970464,480,0.02089682194166304,508,0.5358649789029536
2025,Phoenix,568,0.024727905964301262,887,0.03861558554636482,449,0.7904929577464789,438,0.019068350021767523,119,0.20950704225352113
2025,Rails,1395,0.06073138876795821,1242,0.054070526774053114,725,0.5197132616487455,517,0.022507618632999566,670,0.48028673835125446
2025,React,10581,0.4606443186765346,7018,0.3055289508053983,5509,0.5206502220962101,1509,0.06569438397910318,5072,0.4793497779037898
2025,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2025,Svelte,1715,0.07466260339573356,2539,0.11053548106225511,1070,0.6239067055393586,1469,0.06395298215063126,645,0.3760932944606414
2025,Symfony,949,0.0413147583804963,714,0.031084022638223772,475,0.5005268703898841,239,0.010404875925119721,474,0.4994731296101159
2025,Vue,4161,0.18114932520679147,3514,0.15298215063125817,2120,0.509492910358087,1394,0.06068785372224641,2041,0.490507089641913
2025,WordPress,3223,0.14031345232912495,1255,0.05463648236830649,979,0.3037542662116041,276,0.012015672616456247,2244,0.6962457337883959
2024,ASP.NET,9667,0.21405637607670336,7592,0.168109652133478,6642,0.6870797558704872,950,0.021035849516175462,3025,0.31292024412951275
2024,Angular,9513,0.21064635415513386,7034,0.15575385841766126,4810,0.5056238831073269,2224,0.04924603086734129,4703,0.4943761168926732
2024,Astro,1462,0.0323730652554195,2271,0.050286751843404705,1055,0.7216142270861833,1216,0.026925887380704592,407,0.27838577291381666
2024,Blazor,2378,0.052656052788910786,2971,0.06578685148690241,1456,0.6122792262405383,1515,0.03354664422842718,922,0.38772077375946173
2024,Django,5835,0.12920440202829875,4973,0.11011713646730587,2960,0.5072836332476436,2013,0.04457385797480127,2875,0.49271636675235647
2024,Drupal,920,0.02037155953145413,418,0.009255773787117203,262,0.2847826086956522,156,0.003454307920550918,658,0.7152173913043478
2024,Express,8614,0.19073979761298465,5616,0.12435508513983304,4577,0.5313443231947992,1039,0.023006576470848743,4037,0.4686556768052008
2024,FastAPI,4800,0.10628639755541286,4914,0.1088106994973539,3116,0.6491666666666667,1798,0.0398131130842984,1684,0.35083333333333333
2024,Fastify,1070,0.02369300945506078,1127,0.02495516042603131,600,0.5607476635514018,527,0.011669360731604702,470,0.4392523364485981
2024,Flask,6245,0.13828303181949028,3994,0.08843913996589978,2880,0.4611689351481185,1114,0.024667301432652066,3365,0.5388310648518815
2024,Htmx,1591,0.03522951218972122,4201,0.09302274086047696,1160,0.7291011942174733,3041,0.06733686145125219,431,0.27089880578252673
2024,Laravel,3834,0.08489626004738601,3103,0.06870972741967626,2162,0.5639019300991132,941,0.02083656252075906,1672,0.4360980699008868
2024,Next,8681,0.1922233785788623,8507,0.18837049666747857,5165,0.5949775371500979,3342,0.0740019042979562,3516,0.40502246284990207
2024,Nuxt,1753,0.0388166781072164,2208,0.04889174287548991,1056,0.6023958927552767,1152,0.025508735413299087,697,0.39760410724472334
2024,Phoenix,930,0.020592989526361242,1586,0.03511879719226767,778,0.8365591397849462,808,0.0178915435884945,152,0.16344086021505377
2024,Rails,2294,0.050796040831691064,2301,0.050951041828126035,1270,0.5536181342632955,1031,0.022829432474923052,1024,0.44638186573670446
2024,React,19167,0.42441487123845795,15404,0.3410907641549124,11915,0.6216413627589086,3489,0.07725692522309072,7252,0.3783586372410915
2024,Strapi,815,0.018046544584929474,692,0.01532295564757202,354,0.4343558282208589,338,0.007484333827860322,461,0.5656441717791411
2024,Svelte,3146,0.06966187639777684,5374,0.11899647926308098,2290,0.7279084551811824,3084,0.06828901042935276,856,0.27209154481881753
2024,Symfony,1531,0.03390093222027856,1153,0.025530878412789795,836,0.5460483344219464,317,0.007019330838555391,695,0.45395166557805355
2024,Vue,7483,0.1656960651889905,7604,0.16837536812736653,4505,0.6020312708806629,3099,0.06862115542171343,2978,0.3979687291193372
2024,WordPress,5711,0.1264586700914506,2516,0.055711786718628906,1972,0.345298546664332,544,0.012045791722946791,3739,0.654701453335668
2023,ASP.NET,14166,0.21162867130777735,11016,0.16457019928889421,9585,0.6766200762388819,1431,0.02137799157429263,4581,0.3233799237611182
2023,Angular,14580,0.21781349905883057,10325,0.15424721383967252,6939,0.4759259259259259,3386,0.0505841226209328,7641,0.524074074074074
2023,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2023,Blazor,3501,0.052302130329558695,4553,0.06801816606411903,2136,0.6101113967437874,2417,0.03610804027607637,1365,0.3898886032562125
2023,Django,8238,0.12306910872747916,6945,0.1037527264035376,4161,0.5050983248361253,2784,0.04159072574621291,4077,0.49490167516387473
2023,Drupal,1343,0.020063342197257163,530,0.007917774657145419,345,0.2568875651526433,185,0.0027637515312677404,998,0.7431124348473567
2023,Express,13843,0.20680331052615852,9115,0.13617078490543488,7511,0.5425846998482988,1604,0.023962472735964625,6332,0.45741530015170123
2023,FastAPI,5325,0.07955122650811199,5912,0.08832053542083719,3434,0.6448826291079812,2478,0.03701933132152141,1891,0.3551173708920188
2023,Fastify,1474,0.02202037706534405,1644,0.024560040634617107,852,0.5780189959294437,792,0.01183184439331919,622,0.42198100407055633
2023,Flask,8734,0.13047895067076998,5513,0.08235979563177866,3962,0.45362949393176094,1551,0.02317069527025008,4772,0.5463705060682391
2023,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2023,Laravel,5440,0.08126923421673787,4024,0.06011533060443993,2863,0.5262867647058823,1161,0.017344408258388358,2577,0.47371323529411763
2023,Next,11972,0.17885207206668857,14129,0.2110759210015238,7896,0.6595389241563648,6233,0.09311601780752338,4076,0.34046107584363516
2023,Nuxt,2652,0.03961875168065972,3391,0.050658818608264364,1518,0.5723981900452488,1873,0.02798111685440258,1134,0.4276018099547511
2023,Phoenix,1468,0.021930741880546178,2262,0.03379246466879799,1205,0.8208446866485014,1057,0.0157907317218919,263,0.17915531335149865
2023,Rails,3940,0.058860438017269714,3501,0.052302130329558695,2087,0.5296954314720812,1414,0.021124025217365325,1853,0.4703045685279188
2023,React,29137,0.43528339657593595,24100,0.36003465893812187,18534,0.6360984315475169,5566,0.0831515730974932,10603,0.3639015684524831
2023,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2023,Svelte,4753,0.07100600555738146,9803,0.1464489527622576,3541,0.7450031559015359,6262,0.09354925453404643,1212,0.2549968440984641
2023,Symfony,2301,0.034375093369984164,1591,0.023768263168902567,1194,0.5189048239895697,397,0.005930861394125907,1107,0.4810951760104302
2023,Vue,11758,0.1756550838088978,12001,0.17928530879321164,6804,0.5786698418098316,5197,0.07763900923242403,4954,0.4213301581901684
2023,WordPress,9604,0.1434760524664615,3955,0.05908452597926439,3123,0.3251770095793419,832,0.012429412291971675,6481,0.6748229904206581
2022,ASP.NET,12284,0.2294187957567608,9715,0.18143956372329298,8404,0.6841419732985998,1311,0.024484536082474227,3880,0.3158580267014002
2022,Angular,13042,0.2435753772598237,9546,0.17828328103989244,6448,0.49440269897255024,3098,0.057858957119378454,6594,0.5055973010274498
2022,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2022,Blazor,2438,0.04553264604810996,3880,0.07246376811594203,1528,0.6267432321575062,2352,0.04392649036306589,910,0.37325676784249384
2022,Django,8002,0.1494471836246825,7200,0.1344688480502017,4249,0.5309922519370157,2951,0.05511355147168684,3753,0.46900774806298423
2022,Drupal,1211,0.022616913192888093,600,0.011205737337516808,403,0.33278282411230387,197,0.0036792170924846855,808,0.6672171758876961
2022,Express,12557,0.23451740624533093,9333,0.17430524428507396,7427,0.5914629290435613,1906,0.03559689227551173,5130,0.40853707095643865
2022,FastAPI,3289,0.06142611683848797,4571,0.08536904228298223,2228,0.6774095469747644,2343,0.04375840430300314,1061,0.32259045302523565
2022,Fastify,1008,0.01882563872702824,1452,0.027117884356790675,628,0.623015873015873,824,0.01538921261018975,380,0.376984126984127
2022,Flask,7994,0.1492977737935156,5437,0.10154265650679815,3870,0.4841130848136102,1567,0.029265650679814733,4124,0.5158869151863897
2022,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2022,Laravel,5159,0.09635066487374869,3808,0.07111907963544001,2810,0.5446792013956193,998,0.018638876438069624,2349,0.4553207986043807
2022,Next,7386,0.13794262662483192,10348,0.19326161661437322,5113,0.6922556187381532,5235,0.09777005826983416,2273,0.3077443812618467
2022,Nuxt,2089,0.039014642163454356,3805,0.07106305094875243,1340,0.6414552417424605,2465,0.046036904228298224,749,0.3585447582575395
2022,Phoenix,1164,0.021739130434782608,1862,0.03477513820409383,972,0.8350515463917526,890,0.0166218437173166,192,0.16494845360824742
2022,Rails,3182,0.05942776034663081,3272,0.06110862094725833,1761,0.5534255185417976,1511,0.028219781861646497,1421,0.4465744814582024
2022,React,23277,0.4347265800089646,21910,0.4091961751083221,15873,0.68191777290888,6037,0.11274839384431495,7404,0.31808222709112
2022,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2022,Svelte,2500,0.046690572239653366,6741,0.12589645898700136,1882,0.7528,4859,0.0907477962049903,618,0.2472
2022,Symfony,1955,0.03651202749140894,1433,0.02676303600776931,984,0.5033248081841433,449,0.008385626774241746,971,0.4966751918158568
2022,Vue,10278,0.19195428059166292,12666,0.23655311519497982,6492,0.63164039696439,6174,0.11530703720304795,3786,0.36835960303561005
2022,WordPress,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,ASP.NET,14283,0.2314648257085906,11345,0.18385272335391448,9734,0.6815094868024925,1611,0.026107248772424523,4549,0.31849051319750754
2021,Angular,17259,0.27969274150420537,13384,0.21689597614533196,9123,0.5285937771597428,4261,0.06905213346946051,8136,0.47140622284025724
2021,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Blazor,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Django,9446,0.1530782569238498,9112,0.1476655808903366,5222,0.5528265932669914,3890,0.06303984961187548,4224,0.4471734067330087
2021,Drupal,1508,0.0244380702351435,653,0.01058226781402434,373,0.2473474801061008,280,0.00453757272270569,1135,0.7526525198938993
2021,Express,15010,0.2432463091707586,11885,0.19260375646198974,9317,0.6207195203197868,2568,0.0416160241139579,5693,0.37928047968021317
2021,FastAPI,2447,0.03965514447307437,3989,0.06464420568168927,1714,0.7004495300367797,2275,0.03686777837198373,733,0.29955046996322027
2021,Fastify,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Flask,10174,0.1648759460028846,7594,0.12306545448652503,5193,0.5104187143699627,2401,0.03890968609720129,4981,0.48958128563003733
2021,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Laravel,6377,0.10334321875962209,4734,0.07671739024745977,3430,0.5378704720087816,1304,0.02113212439431507,2947,0.4621295279912184
2021,Next,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Nuxt,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Phoenix,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Rails,4438,0.07192052765488519,4249,0.06885766606705884,2554,0.5754844524560613,1695,0.02746852058923623,1884,0.4245155475439387
2021,React,25296,0.40993728426272547,25718,0.4167760545805176,17525,0.6927972802024035,8193,0.13277261898974185,7771,0.30720271979759645
2021,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2021,Svelte,1735,0.02811674526390847,5235,0.0848364042977296,1240,0.7146974063400576,3995,0.0647414393828901,495,0.28530259365994237
2021,Symfony,2427,0.03933103213573825,1786,0.02894323172411558,1155,0.4758961681087763,631,0.010225744242954608,1272,0.5241038318912238
2021,Vue,11954,0.19372194402579934,15784,0.25578945662566643,7699,0.6440522001003848,8085,0.13102241236812678,4255,0.35594779989961517
2021,WordPress,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,ASP.NET,11572,0.27370562217649425,10161,0.24033207975590717,7857,0.6789664707915658,1510,0.03571513044300953,2395,0.20696508814379536
2020,Angular,13481,0.3188580619219944,13095,0.3097282338749734,7006,0.5196943846895631,4752,0.112396225076279,4857,0.36028484533788296
2020,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Blazor,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Django,6014,0.1422455592610989,8237,0.19482485394640364,3328,0.5533754572663785,3748,0.0886492111923177,1794,0.29830395743265714
2020,Drupal,1369,0.03238014144137752,889,0.021026987393268526,349,0.25493060628195763,441,0.010430710281700135,840,0.6135865595325055
2020,Express,8961,0.21194919463563472,8128,0.19224674188131224,5550,0.6193505189152997,2261,0.05347808604744672,2523,0.2815533980582524
2020,FastAPI,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Fastify,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Flask,6005,0.14203268762269686,6097,0.14420870881525108,3265,0.5437135720233139,2146,0.05075805955675394,1805,0.3005828476269775
2020,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Laravel,4680,0.11069325196906266,4260,0.10075924217696729,2404,0.5136752136752136,1529,0.03616452612408051,1792,0.38290598290598293
2020,Next,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Nuxt,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Phoenix,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Rails,2944,0.06963267816173514,3849,0.09103810402327396,1452,0.49320652173913043,1985,0.04695002246978405,1036,0.35190217391304346
2020,React,15167,0.3587360155159772,20071,0.47472740604082403,10456,0.6893914419463308,8016,0.18959767260342014,2774,0.18289707918507286
2020,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Svelte,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2020,Symfony,1851,0.04378060029802029,1692,0.04001986801958419,844,0.4559697460831983,732,0.01731355992336621,787,0.4251755807671529
2020,Vue,7322,0.17318290404219588,13142,0.3108398968755174,4836,0.660475279978148,7517,0.17779512287424018,1663,0.22712373668396613
2020,WordPress,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,ASP.NET,16699,0.2568207683553259,13495,0.2075451385684845,10830,0.648541828852027,2665,0.04098612777213866,5869,0.35145817114797295
2019,Angular,19532,0.3003906370151641,19622,0.30177478391928886,11255,0.5762338726192914,8367,0.12867952385346498,8277,0.42376612738070857
2019,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Blazor,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Django,8249,0.12686475346805698,11358,0.17467933930054444,5124,0.6211662019638744,6234,0.09587524222570822,3125,0.3788337980361256
2019,Drupal,2195,0.03375780505059826,1538,0.023653532650487526,661,0.3011389521640091,877,0.013487742610193473,1534,0.6988610478359909
2019,Express,12522,0.1925809725938913,12092,0.18596782627418412,8550,0.6827982750359367,3542,0.05447387038233213,3972,0.31720172496406324
2019,FastAPI,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Fastify,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Flask,7694,0.11832918089262096,8163,0.12554212420411553,4701,0.6109955809721861,3462,0.05324351757866568,2993,0.3890044190278139
2019,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Laravel,6679,0.10271907969610286,6536,0.10051982405954908,4013,0.6008384488695913,2523,0.03880225154563071,2666,0.39916155113040874
2019,Next,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Nuxt,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Phoenix,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Rails,5225,0.08035741748946511,6632,0.10199624742394882,2986,0.5714832535885167,3646,0.05607332902709852,2239,0.42851674641148324
2019,React,19877,0.3056965334809757,29531,0.4541693580634247,14818,0.7454847310962419,14713,0.22627726000430623,5059,0.2545152689037581
2019,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Svelte,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Symfony,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2019,Vue,9671,0.14873427455322813,19784,0.3042662483467134,7116,0.7358080860304002,12668,0.19482636646058257,2555,0.26419191396959985
2019,WordPress,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,ASP.NET,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Angular,19023,0.3685199535063929,18936,0.3668345602479659,10387,0.5460232350312779,8549,0.16561410306082913,8636,0.4539767649687221
2018,Astro,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Blazor,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Django,6723,0.1302402169701666,8774,0.16997287872917474,3920,0.5830730328722297,4854,0.09403332041844246,2803,0.41692696712777033
2018,Drupal,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Express,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,FastAPI,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Fastify,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Flask,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Htmx,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Laravel,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Next,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Nuxt,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Phoenix,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Rails,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,React,14337,0.2777411855869818,23736,0.4598217745060054,9956,0.6944270070447095,13780,0.26695079426578844,4381,0.3055729929552905
2018,Strapi,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Svelte,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Symfony,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,Vue,0,0.0,0,0.0,0,nan,0,0.0,0,nan
2018,WordPress,0,0.0,0,0.0,0,nan,0,0.0,0,nan
