pre_release,version,downloads_count
3.0,1.7.2,1498
3.0,1.7.11,21042
3.0,1.7.10,1351
3.0,1.7.1,16010
3.0,1.7,11826
3.0,1.6.9,739
3.0,1.6.8,1886
3.0,1.6.7,2058
3.0,1.6.6,1851
3.0,1.6.5,8102
3.0,1.6.4,4076
3.0,1.6.3,1719
3.0,1.6.2,2866
3.0,1.6.11,162608
3.0,1.6.10,3060
3.0,1.6.1,8383
3.0,1.6,7560
3.0,1.5.9,400
3.0,1.5.8,1835
3.0,1.5.7,348
3.0,1.5.6,325
3.0,1.5.5,5189
3.0,1.5.4,13038
3.0,1.5.3,828
3.0,1.5.2,1175
3.0,1.5.12,6824
3.0,1.5.11,695
3.0,1.5.10,736
3.0,1.5.1,2847
3.0,1.5,3020
3.0,1.4.9,1143
3.0,1.4.8,478
3.0,1.4.7,333
3.0,1.4.6,333
3.0,1.4.5,1791
3.0,1.4.4,336
3.0,1.4.3,1364
3.0,1.4.22,4700
3.0,1.4.21,1311
3.0,1.4.20,796
3.0,1.4.2,1514
3.0,1.4.19,380
3.0,1.4.18,350
3.0,1.4.17,323
3.0,1.4.16,577
3.0,1.4.15,534
3.0,1.4.14,323
3.0,1.4.13,6280
3.0,1.4.12,331
3.0,1.4.11,405
3.0,1.4.10,605
3.0,1.4.1,2250
3.0,1.4,3494
3.0,1.3.7,905
3.0,1.3.6,346
3.0,1.3.5,404
3.0,1.3.4,426
3.0,1.3.3,340
3.0,1.3.2,379
3.0,1.3.1,2020
3.0,1.3,2255
3.0,1.2.7,1014
3.0,1.2.6,351
3.0,1.2.5,587
3.0,1.2.4,444
3.0,1.2.3,467
3.0,1.2.2,337
3.0,1.2.1,614
3.0,1.2,2375
3.0,1.11rc1,608
3.0,1.11b1,418
3.0,1.11a1,352
3.0,1.11.9,16809
3.0,1.11.8,26193
3.0,1.11.7,57826
3.0,1.11.6,38381
3.0,1.11.5,31808
3.0,1.11.4,36364
3.0,1.11.3,29154
3.0,1.11.26,341833
3.0,1.11.25,398131
3.0,1.11.24,326241
3.0,1.11.23,348818
3.0,1.11.22,62527
3.0,1.11.21,37997
3.0,1.11.20,182740
3.0,1.11.2,30082
3.0,1.11.19,7
3.0,1.11.18,120076
3.0,1.11.17,50514
3.0,1.11.16,41630
3.0,1.11.15,52433
3.0,1.11.14,23757
3.0,1.11.13,402520
3.0,1.11.12,13851
3.0,1.11.11,23778
3.0,1.11.10,31801
3.0,1.11.1,28670
3.0,1.11,148304
3.0,1.10rc1,614
3.0,1.10b1,645
3.0,1.10a1,613
3.0,1.10.8,55924
3.0,1.10.7,6550
3.0,1.10.6,13334
3.0,1.10.5,17577
3.0,1.10.4,8307
3.0,1.10.3,11041
3.0,1.10.2,16419
3.0,1.10.1,5238
3.0,1.10,34210
3.0,1.1.4,606
3.0,1.1.3,1271
pre_release,version,downloads_count
2.2,2.2rc1,13621
2.2,2.2b1,36193
2.2,2.2a1,22729
2.2,2.1rc1,337
2.2,2.1b1,646
2.2,2.1a1,495
2.2,2.1.8,6908
2.2,2.1.7,1395960
2.2,2.1.6,9292
2.2,2.1.5,859656
2.2,2.1.4,118835
2.2,2.1.3,124397
2.2,2.1.2,126951
2.2,2.1.1,88784
2.2,2.1,125103
2.2,2.0rc1,318
2.2,2.0b1,350
2.2,2.0a1,303
2.2,2.0.9,50425
2.2,2.0.8,39235
2.2,2.0.7,67632
2.2,2.0.6,56804
2.2,2.0.5,65863
2.2,2.0.4,41158
2.2,2.0.3,37286
2.2,2.0.2,37855
2.2,2.0.13,135632
2.2,2.0.12,7982
2.2,2.0.11,1398
2.2,2.0.10,106444
2.2,2.0.1,38935
2.2,2.0,77601
2.2,1.9rc2,327
2.2,1.9rc1,322
2.2,1.9b1,284
2.2,1.9a1,270
2.2,1.9.9,11405
2.2,1.9.8,6457
2.2,1.9.7,14285
2.2,1.9.6,11706
2.2,1.9.5,40845
2.2,1.9.4,15033
2.2,1.9.3,2629
2.2,1.9.2,10576
2.2,1.9.13,55258
2.2,1.9.12,6515
2.2,1.9.11,3289
2.2,1.9.10,4086
2.2,1.9.1,12445
2.2,1.9,35826
2.2,1.8c1,370
2.2,1.8b2,327
2.2,1.8b1,373
2.2,1.8a1,367
2.2,1.8.9,2900
2.2,1.8.8,7961
2.2,1.8.7,5258
2.2,1.8.6,7812
2.2,1.8.5,5843
2.2,1.8.4,20385
2.2,1.8.3,10642
2.2,1.8.2,10840
2.2,1.8.19,159447
2.2,1.8.18,28941
2.2,1.8.17,21791
2.2,1.8.16,6269
2.2,1.8.15,6903
2.2,1.8.14,8344
2.2,1.8.13,51076
2.2,1.8.12,4057
2.2,1.8.11,3516
2.2,1.8.10,1969
2.2,1.8.1,3703
2.2,1.8,28376
2.2,1.7.9,3671
2.2,1.7.8,3050
2.2,1.7.7,108949
2.2,1.7.6,2694
2.2,1.7.5,1690
2.2,1.7.4,3097
2.2,1.7.3,5429
2.2,1.7.2,2044
2.2,1.7.11,16942
2.2,1.7.10,2007
2.2,1.7.1,14893
2.2,1.7,8651
2.2,1.6.9,943
2.2,1.6.8,2010
2.2,1.6.7,2225
2.2,1.6.6,1776
2.2,1.6.5,51158
2.2,1.6.4,4130
2.2,1.6.3,1117
2.2,1.6.2,3610
2.2,1.6.11,35432
2.2,1.6.10,2496
2.2,1.6.1,6964
2.2,1.6,8418
2.2,1.5.9,1299
2.2,1.5.8,2661
2.2,1.5.7,404
2.2,1.5.6,406
2.2,1.5.5,3800
2.2,1.5.4,13729
2.2,1.5.3,361
2.2,1.5.2,1044
2.2,1.5.12,7985
2.2,1.5.11,673
2.2,1.5.10,1116
2.2,1.5.1,7310
2.2,1.5,3120
2.2,1.4.9,867
2.2,1.4.8,578
2.2,1.4.7,448
2.2,1.4.6,464
2.2,1.4.5,1913
2.2,1.4.4,418
2.2,1.4.3,1126
2.2,1.4.22,5006
2.2,1.4.21,851
2.2,1.4.20,669
2.2,1.4.2,1754
2.2,1.4.19,576
2.2,1.4.18,469
2.2,1.4.17,411
2.2,1.4.16,574
2.2,1.4.15,936
2.2,1.4.14,456
2.2,1.4.13,7328
2.2,1.4.12,415
2.2,1.4.11,496
2.2,1.4.10,787
2.2,1.4.1,1956
2.2,1.4,3058
2.2,1.3.7,967
2.2,1.3.6,436
2.2,1.3.5,451
2.2,1.3.4,422
2.2,1.3.3,369
2.2,1.3.2,382
2.2,1.3.1,1776
2.2,1.3,2043
2.2,1.2.7,912
2.2,1.2.6,338
2.2,1.2.5,719
2.2,1.2.4,401
2.2,1.2.3,433
2.2,1.2.2,327
2.2,1.2.1,474
2.2,1.2,1649
2.2,1.11rc1,562
2.2,1.11b1,463
2.2,1.11a1,352
2.2,1.11.9,31492
2.2,1.11.8,34965
2.2,1.11.7,70958
2.2,1.11.6,45032
2.2,1.11.5,41724
2.2,1.11.4,28093
2.2,1.11.3,40787
2.2,1.11.20,650355
2.2,1.11.2,34910
2.2,1.11.19,4793
2.2,1.11.18,521034
2.2,1.11.17,46186
2.2,1.11.16,130707
2.2,1.11.15,99594
2.2,1.11.14,82638
2.2,1.11.13,94962
2.2,1.11.12,25035
2.2,1.11.11,32531
2.2,1.11.10,58536
2.2,1.11.1,37763
2.2,1.11,152712
2.2,1.10rc1,611
2.2,1.10b1,744
2.2,1.10a1,593
2.2,1.10.8,73702
2.2,1.10.7,17312
2.2,1.10.6,18344
2.2,1.10.5,29290
2.2,1.10.4,14746
2.2,1.10.3,15275
2.2,1.10.2,16580
2.2,1.10.1,12044
2.2,1.10,50492
2.2,1.1.4,825
2.2,1.1.3,635
pre_release,version,downloads_count
2.1,2.1rc1,2273
2.1,2.1b1,2494
2.1,2.1a1,3758
2.1,2.0rc1,116
2.1,2.0b1,185
2.1,2.0a1,103
2.1,2.0.8,526
2.1,2.0.7,178011
2.1,2.0.6,178866
2.1,2.0.5,132308
2.1,2.0.4,56940
2.1,2.0.3,26305
2.1,2.0.2,25273
2.1,2.0.1,21444
2.1,2.0,30041
2.1,1.9rc2,76
2.1,1.9rc1,90
2.1,1.9b1,76
2.1,1.9a1,77
2.1,1.9.9,3324
2.1,1.9.8,2451
2.1,1.9.7,12015
2.1,1.9.6,3969
2.1,1.9.5,14506
2.1,1.9.4,4691
2.1,1.9.3,713
2.1,1.9.2,4140
2.1,1.9.13,25219
2.1,1.9.12,2508
2.1,1.9.11,1117
2.1,1.9.10,1327
2.1,1.9.1,4434
2.1,1.9,11916
2.1,1.8c1,81
2.1,1.8b2,75
2.1,1.8b1,73
2.1,1.8a1,79
2.1,1.8.9,1337
2.1,1.8.8,1637
2.1,1.8.7,3010
2.1,1.8.6,3097
2.1,1.8.5,2459
2.1,1.8.4,6759
2.1,1.8.3,5802
2.1,1.8.2,4322
2.1,1.8.19,33037
2.1,1.8.18,13520
2.1,1.8.17,8929
2.1,1.8.16,2767
2.1,1.8.15,1202
2.1,1.8.14,3481
2.1,1.8.13,21536
2.1,1.8.12,1114
2.1,1.8.11,1398
2.1,1.8.10,876
2.1,1.8.1,1643
2.1,1.8,13590
2.1,1.7.9,17021
2.1,1.7.8,1369
2.1,1.7.7,3383
2.1,1.7.6,1179
2.1,1.7.5,485
2.1,1.7.4,1529
2.1,1.7.3,1834
2.1,1.7.2,477
2.1,1.7.11,7464
2.1,1.7.10,437
2.1,1.7.1,1745
2.1,1.7,2684
2.1,1.6.9,358
2.1,1.6.8,627
2.1,1.6.7,891
2.1,1.6.6,750
2.1,1.6.5,6886
2.1,1.6.4,1447
2.1,1.6.3,370
2.1,1.6.2,1177
2.1,1.6.11,14484
2.1,1.6.10,463
2.1,1.6.1,967
2.1,1.6,5940
2.1,1.5.9,475
2.1,1.5.8,621
2.1,1.5.7,296
2.1,1.5.6,107
2.1,1.5.5,1587
2.1,1.5.4,2115
2.1,1.5.3,87
2.1,1.5.2,387
2.1,1.5.12,2679
2.1,1.5.11,254
2.1,1.5.10,177
2.1,1.5.1,2337
2.1,1.5,2694
2.1,1.4.9,111
2.1,1.4.8,144
2.1,1.4.7,80
2.1,1.4.6,105
2.1,1.4.5,1387
2.1,1.4.4,93
2.1,1.4.3,372
2.1,1.4.22,2005
2.1,1.4.21,269
2.1,1.4.20,229
2.1,1.4.2,516
2.1,1.4.19,123
2.1,1.4.18,93
2.1,1.4.17,98
2.1,1.4.16,131
2.1,1.4.15,315
2.1,1.4.14,108
2.1,1.4.13,2909
2.1,1.4.12,91
2.1,1.4.11,118
2.1,1.4.10,162
2.1,1.4.1,661
2.1,1.4,1101
2.1,1.3.7,583
2.1,1.3.6,95
2.1,1.3.5,120
2.1,1.3.4,89
2.1,1.3.3,87
2.1,1.3.2,84
2.1,1.3.1,627
2.1,1.3,703
2.1,1.2.7,235
2.1,1.2.6,87
2.1,1.2.5,134
2.1,1.2.4,109
2.1,1.2.3,172
2.1,1.2.2,90
2.1,1.2.1,121
2.1,1.2,289
2.1,1.11rc1,176
2.1,1.11b1,103
2.1,1.11a1,101
2.1,1.11.9,15835
2.1,1.11.8,13168
2.1,1.11.7,562940
2.1,1.11.6,16750
2.1,1.11.5,22834
2.1,1.11.4,15989
2.1,1.11.3,20625
2.1,1.11.2,16056
2.1,1.11.15,417
2.1,1.11.14,105670
2.1,1.11.13,202752
2.1,1.11.12,38859
2.1,1.11.11,62384
2.1,1.11.10,35697
2.1,1.11.1,13705
2.1,1.11,54850
2.1,1.10rc1,182
2.1,1.10b1,212
2.1,1.10a1,221
2.1,1.10.8,47070
2.1,1.10.7,7240
2.1,1.10.6,8205
2.1,1.10.5,17115
2.1,1.10.4,7609
2.1,1.10.3,6935
2.1,1.10.2,6514
2.1,1.10.1,3958
2.1,1.10,14057
2.1,1.1.4,184
2.1,1.1.3,187
pre_release,version,downloads_count
2.0,2.0rc1,3662
2.0,2.0b1,5917
2.0,2.0a1,3819
2.0,1.9rc2,173
2.0,1.9rc1,226
2.0,1.9b1,199
2.0,1.9a1,172
2.0,1.9.9,12586
2.0,1.9.8,7195
2.0,1.9.7,22436
2.0,1.9.6,12149
2.0,1.9.5,163540
2.0,1.9.4,14332
2.0,1.9.3,2323
2.0,1.9.2,34388
2.0,1.9.13,62131
2.0,1.9.12,16281
2.0,1.9.11,2353
2.0,1.9.10,4275
2.0,1.9.1,12180
2.0,1.9,22486
2.0,1.8c1,178
2.0,1.8b2,162
2.0,1.8b1,184
2.0,1.8a1,175
2.0,1.8.9,3241
2.0,1.8.8,4974
2.0,1.8.7,7147
2.0,1.8.6,6664
2.0,1.8.5,6500
2.0,1.8.4,17032
2.0,1.8.3,13704
2.0,1.8.2,10060
2.0,1.8.18,143793
2.0,1.8.17,34991
2.0,1.8.16,9075
2.0,1.8.15,14275
2.0,1.8.14,11029
2.0,1.8.13,26837
2.0,1.8.12,4990
2.0,1.8.11,4223
2.0,1.8.10,2658
2.0,1.8.1,4534
2.0,1.8,22407
2.0,1.7.9,1353
2.0,1.7.8,1910
2.0,1.7.7,3848
2.0,1.7.6,1145
2.0,1.7.5,1324
2.0,1.7.4,3206
2.0,1.7.3,3452
2.0,1.7.2,1587
2.0,1.7.11,16632
2.0,1.7.10,1988
2.0,1.7.1,6275
2.0,1.7,6874
2.0,1.6.9,846
2.0,1.6.8,1648
2.0,1.6.7,1724
2.0,1.6.6,2542
2.0,1.6.5,12568
2.0,1.6.4,4393
2.0,1.6.3,1025
2.0,1.6.2,3201
2.0,1.6.11,35380
2.0,1.6.10,1881
2.0,1.6.1,2164
2.0,1.6,8647
2.0,1.5.9,1228
2.0,1.5.8,1785
2.0,1.5.7,340
2.0,1.5.6,268
2.0,1.5.5,3367
2.0,1.5.4,2911
2.0,1.5.3,196
2.0,1.5.2,915
2.0,1.5.12,6238
2.0,1.5.11,497
2.0,1.5.10,454
2.0,1.5.1,10179
2.0,1.5,4838
2.0,1.4.9,321
2.0,1.4.8,269
2.0,1.4.7,231
2.0,1.4.6,250
2.0,1.4.5,5779
2.0,1.4.4,199
2.0,1.4.3,763
2.0,1.4.22,5575
2.0,1.4.21,493
2.0,1.4.20,374
2.0,1.4.2,1253
2.0,1.4.19,353
2.0,1.4.18,361
2.0,1.4.17,208
2.0,1.4.16,665
2.0,1.4.15,540
2.0,1.4.14,412
2.0,1.4.13,737
2.0,1.4.12,228
2.0,1.4.11,281
2.0,1.4.10,1993
2.0,1.4.1,8692
2.0,1.4,2321
2.0,1.3.7,1433
2.0,1.3.6,198
2.0,1.3.5,249
2.0,1.3.4,173
2.0,1.3.3,175
2.0,1.3.2,170
2.0,1.3.1,2950
2.0,1.3,1486
2.0,1.2.7,459
2.0,1.2.6,143
2.0,1.2.5,292
2.0,1.2.4,499
2.0,1.2.3,509
2.0,1.2.2,149
2.0,1.2.1,222
2.0,1.2,394
2.0,1.11rc1,586
2.0,1.11b1,408
2.0,1.11a1,341
2.0,1.11.8,854
2.0,1.11.7,386326
2.0,1.11.6,431158
2.0,1.11.5,282052
2.0,1.11.4,103188
2.0,1.11.3,64298
2.0,1.11.2,46104
2.0,1.11.1,39378
2.0,1.11,89985
2.0,1.10rc1,376
2.0,1.10b1,407
2.0,1.10a1,392
2.0,1.10.8,140114
2.0,1.10.7,43397
2.0,1.10.6,31619
2.0,1.10.5,49983
2.0,1.10.4,21785
2.0,1.10.3,26022
2.0,1.10.2,15548
2.0,1.10.1,11962
2.0,1.10,40286
2.0,1.1.4,384
2.0,1.1.3,265
pre_release,version,downloads_count
1.11,1.9rc2,477
1.11,1.9rc1,669
1.11,1.9b1,425
1.11,1.9a1,381
1.11,1.9.9,34983
1.11,1.9.8,19775
1.11,1.9.7,60932
1.11,1.9.6,38331
1.11,1.9.5,126689
1.11,1.9.4,31834
1.11,1.9.3,4098
1.11,1.9.2,35757
1.11,1.9.13,587
1.11,1.9.12,147722
1.11,1.9.11,26482
1.11,1.9.10,19480
1.11,1.9.1,17683
1.11,1.9,60303
1.11,1.8c1,424
1.11,1.8b2,352
1.11,1.8b1,359
1.11,1.8a1,380
1.11,1.8.9,8215
1.11,1.8.8,11969
1.11,1.8.7,22033
1.11,1.8.6,9751
1.11,1.8.5,14487
1.11,1.8.4,30468
1.11,1.8.3,24444
1.11,1.8.2,23823
1.11,1.8.18,730
1.11,1.8.17,321035
1.11,1.8.16,39901
1.11,1.8.15,43921
1.11,1.8.14,36496
1.11,1.8.13,21036
1.11,1.8.12,14715
1.11,1.8.11,12981
1.11,1.8.10,16947
1.11,1.8.1,9040
1.11,1.8,51542
1.11,1.7.9,2401
1.11,1.7.8,4815
1.11,1.7.7,8008
1.11,1.7.6,2970
1.11,1.7.5,2652
1.11,1.7.4,7677
1.11,1.7.3,6313
1.11,1.7.2,2604
1.11,1.7.11,33359
1.11,1.7.10,4031
1.11,1.7.1,18536
1.11,1.7,17855
1.11,1.6.9,1306
1.11,1.6.8,8824
1.11,1.6.7,2969
1.11,1.6.6,6437
1.11,1.6.5,20114
1.11,1.6.4,2401
1.11,1.6.3,2046
1.11,1.6.2,7959
1.11,1.6.11,54361
1.11,1.6.10,3583
1.11,1.6.1,3831
1.11,1.6,17207
1.11,1.5.9,1919
1.11,1.5.8,7987
1.11,1.5.7,844
1.11,1.5.6,573
1.11,1.5.5,7557
1.11,1.5.4,10419
1.11,1.5.3,503
1.11,1.5.2,1890
1.11,1.5.12,11691
1.11,1.5.11,1996
1.11,1.5.10,1330
1.11,1.5.1,9532
1.11,1.5,7787
1.11,1.4.9,1121
1.11,1.4.8,557
1.11,1.4.7,395
1.11,1.4.6,481
1.11,1.4.5,2563
1.11,1.4.4,420
1.11,1.4.3,1510
1.11,1.4.22,10264
1.11,1.4.21,970
1.11,1.4.20,746
1.11,1.4.2,1968
1.11,1.4.19,929
1.11,1.4.18,690
1.11,1.4.17,424
1.11,1.4.16,1226
1.11,1.4.15,961
1.11,1.4.14,838
1.11,1.4.13,2862
1.11,1.4.12,451
1.11,1.4.11,733
1.11,1.4.10,979
1.11,1.4.1,13105
1.11,1.4,9095
1.11,1.3.7,2241
1.11,1.3.6,363
1.11,1.3.5,791
1.11,1.3.4,408
1.11,1.3.3,421
1.11,1.3.2,365
1.11,1.3.1,7543
1.11,1.3,4221
1.11,1.2.7,717
1.11,1.2.6,341
1.11,1.2.5,628
1.11,1.2.4,707
1.11,1.2.3,720
1.11,1.2.2,331
1.11,1.2.1,462
1.11,1.2,717
1.11,1.11rc1,10204
1.11,1.11b1,9771
1.11,1.11a1,8920
1.11,1.10rc1,1293
1.11,1.10b1,2112
1.11,1.10a1,936
1.11,1.10.7,2043
1.11,1.10.6,457529
1.11,1.10.5,701536
1.11,1.10.4,111868
1.11,1.10.3,79952
1.11,1.10.2,93441
1.11,1.10.1,62718
1.11,1.10,82359
1.11,1.1.4,890
1.11,1.1.3,524
pre_release,version,downloads_count
1.10,1.9rc2,408
1.10,1.9rc1,1102
1.10,1.9b1,399
1.10,1.9a1,356
1.10,1.9.9,389
1.10,1.9.8,146231
1.10,1.9.7,487593
1.10,1.9.6,221991
1.10,1.9.5,75839
1.10,1.9.4,46110
1.10,1.9.3,12434
1.10,1.9.2,55335
1.10,1.9.1,31441
1.10,1.9,55994
1.10,1.8c1,451
1.10,1.8b2,315
1.10,1.8b1,374
1.10,1.8a1,328
1.10,1.8.9,19658
1.10,1.8.8,20295
1.10,1.8.7,38308
1.10,1.8.6,16092
1.10,1.8.5,36568
1.10,1.8.4,79314
1.10,1.8.3,41471
1.10,1.8.2,29315
1.10,1.8.14,78046
1.10,1.8.13,317835
1.10,1.8.12,30735
1.10,1.8.11,27886
1.10,1.8.10,25337
1.10,1.8.1,13257
1.10,1.8,72436
1.10,1.7.9,15118
1.10,1.7.8,4994
1.10,1.7.7,17002
1.10,1.7.6,4393
1.10,1.7.5,5498
1.10,1.7.4,6816
1.10,1.7.3,4092
1.10,1.7.2,4143
1.10,1.7.11,51471
1.10,1.7.10,8874
1.10,1.7.1,34659
1.10,1.7,29292
1.10,1.6.9,2714
1.10,1.6.8,7910
1.10,1.6.7,4969
1.10,1.6.6,11354
1.10,1.6.5,23030
1.10,1.6.4,2810
1.10,1.6.3,2246
1.10,1.6.2,33010
1.10,1.6.11,72054
1.10,1.6.10,5806
1.10,1.6.1,6228
1.10,1.6,19623
1.10,1.5.9,1416
1.10,1.5.8,2908
1.10,1.5.7,638
1.10,1.5.6,580
1.10,1.5.5,8435
1.10,1.5.4,7828
1.10,1.5.3,850
1.10,1.5.2,1913
1.10,1.5.12,25111
1.10,1.5.11,1736
1.10,1.5.10,1214
1.10,1.5.1,11762
1.10,1.5,8034
1.10,1.4.9,823
1.10,1.4.8,1458
1.10,1.4.7,402
1.10,1.4.6,650
1.10,1.4.5,31963
1.10,1.4.4,438
1.10,1.4.3,2291
1.10,1.4.22,13887
1.10,1.4.21,2212
1.10,1.4.20,1410
1.10,1.4.2,7214
1.10,1.4.19,761
1.10,1.4.18,1244
1.10,1.4.17,390
1.10,1.4.16,1654
1.10,1.4.15,1159
1.10,1.4.14,576
1.10,1.4.13,2514
1.10,1.4.12,566
1.10,1.4.11,644
1.10,1.4.10,1123
1.10,1.4.1,13205
1.10,1.4,12691
1.10,1.3.7,2845
1.10,1.3.6,402
1.10,1.3.5,595
1.10,1.3.4,401
1.10,1.3.3,573
1.10,1.3.2,370
1.10,1.3.1,6433
1.10,1.3,2715
1.10,1.2.7,1175
1.10,1.2.6,336
1.10,1.2.5,620
1.10,1.2.4,436
1.10,1.2.3,565
1.10,1.2.2,324
1.10,1.2.1,445
1.10,1.2,554
1.10,1.10rc1,9332
1.10,1.10b1,15577
1.10,1.10a1,16185
1.10,1.1.4,866
1.10,1.1.3,480
